"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mytilidae,%20Lucinidae,%20Pectinidae,%20Pholadomyidae,%20Veneridae&taxon_reso=species&idqual=certain&max_ma=251.9&min_ma=0&show=class,classext,refattr,acconly"
"Access Time","Thu 2020-01-16 18:06:21 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mytilidae, Lucinidae, Pectinidae, Pholadomyidae, Veneridae"
"","idreso","species"
"","idqual","certain"
"","min_ma","0"
"","max_ma","251.9"
"","timerule","major"
"","taxon_status","all"
"","show","class,classext,refattr,acconly"
"Elapsed Time","0.786"
"Records Found","16488"
"Records Returned","16488"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no"
"661030","occ","","","71188","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661031","occ","","","71190","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661032","occ","","","71192","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661033","occ","","","71194","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661034","occ","","","71195","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661035","occ","","","71197","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661036","occ","","","71198","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661037","occ","","","71200","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661038","occ","","","71201","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661043","occ","","","71183","Macrocallista pittsburgensis","species","352522","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"661044","occ","","","71185","Macrocallista pittsburgensis","species","352522","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"661045","occ","","","71188","Macrocallista pittsburgensis","species","352522","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"661046","occ","","","71198","Macrocallista pittsburgensis","species","352522","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"661047","occ","","","71199","Macrocallista pittsburgensis","species","352522","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"661048","occ","","","71201","Macrocallista pittsburgensis","species","352522","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"661052","occ","","","71183","Crenomytilus mathewsoni","species","103005","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661053","occ","","","71186","Crenomytilus mathewsoni","species","103005","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661054","occ","","","71187","Crenomytilus mathewsoni","species","103005","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661055","occ","","","71188","Crenomytilus mathewsoni","species","103005","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661056","occ","","","71193","Crenomytilus mathewsoni","species","103005","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661057","occ","","","71194","Crenomytilus mathewsoni","species","103005","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661058","occ","","","71195","Crenomytilus mathewsoni","species","103005","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661059","occ","","","71192","Crenomytilus arnoldi","species","103003","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661060","occ","","","71193","Crenomytilus arnoldi","species","103003","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661061","occ","","","71195","Crenomytilus arnoldi","species","103003","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"661062","occ","","","71196","Crenomytilus arnoldi","species","103003","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"662336","occ","","","71238","Hina cainozoica","species","102189","Late Oligocene","Early Miocene","28.4","15.97","Darragh","1985","23859","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Marama (Hina)","17874","17734"
"662337","occ","","","71238","Proxichione hormophora","species","102185","Late Oligocene","Early Miocene","28.4","15.97","Darragh","1985","23859","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Proxichione","18125",""
"662338","occ","","","71238","Tawera propinqua","species","101564","Late Oligocene","Early Miocene","28.4","15.97","Darragh","1985","23859","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tawera","18309",""
"662349","occ","","","71238","Proxichione etheridgei","species","99020","Late Oligocene","Early Miocene","28.4","15.97","Darragh","1985","23859","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Proxichione","18125",""
"662385","occ","","","71240","Proxichione hormophora","species","102185","Early Miocene","","23.03","15.97","Darragh","1985","23859","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Proxichione","18125",""
"662439","occ","","","71351","Hina cainozoica","species","102189","Middle Miocene","","15.97","11.608","Darragh","1985","23859","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Marama (Hina)","17874","17734"
"662440","occ","","","71351","Tawera propinqua","species","101564","Middle Miocene","","15.97","11.608","Darragh","1985","23859","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tawera","18309",""
"662525","occ","","","71236","Fossacallista tatei","species","344414","Early Oligocene","","33.9","28.4","Darragh","1985","23859","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Fossacallista","17661",""
"662968","occ","","","71404","Jorgechlamys centralis","species","106381","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Jorgechlamys","121706",""
"662983","occ","","","71403","Zygochlamys geminata","species","102311","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Zygochlamys","17101",""
"662986","occ","","","71403","Chlamys (Swiftopecten) iheringii","species","98666","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys (Swiftopecten)","16549","17059"
"662987","occ","","","71403","Jorgechlamys centralis","species","106381","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Jorgechlamys","121706",""
"662996","occ","","","71403","Modiolus ameghinoi","species","103164","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"663009","occ","","","71402","Zygochlamys geminata","species","102311","Early Oligocene","","33.9","28.4","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Zygochlamys","17101",""
"663011","occ","","","71402","Modiolus ameghinoi","species","103164","Early Oligocene","","33.9","28.4","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"663025","occ","","","71407","Talochlamys eyrei","species","83987","Priabonian","","38","33.9","Tate","1886","18236","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Talochlamys","87234",""
"663026","occ","","","71407","Chlamys peroni","species","84049","Priabonian","","38","33.9","Tate","1886","18236","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"663027","occ","19403","","71407","Victoripecten victoriensis","species","102314","Priabonian","","38","33.9","Beu and Darragh","2001","18299","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Victoripecten","102315",""
"663028","occ","","","71407","Camptonectes (Camptochlamys) zitteli","species","304451","Priabonian","","38","33.9","Tate","1886","18236","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes (Camptochlamys)","16531","170030"
"663035","occ","","","71407","Modiolus adelaidensis","species","100656","Priabonian","","38","33.9","Tate","1886","18236","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"663037","occ","","","71407","Modiolaria semigranosa","species","84061","Priabonian","","38","33.9","Tate","1886","18236","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolaria","83859",""
"663236","occ","","","71428","Ameghinomya meridonalis","species","116893","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Leukoma","90372",""
"663237","occ","","","71428","Austrocallista iheringi","species","99435","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Austrocallista","99434",""
"663238","occ","","","71428","Dosinia meridonalis","species","116897","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"663251","occ","","","71428","Zygochlamys geminata","species","102311","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Zygochlamys","17101",""
"663287","occ","","","71429","Modiolus ameghinoi","species","103164","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"663352","occ","","","71426","Dosinia meridonalis","species","116897","Middle Miocene","","15.97","11.608","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"663354","occ","","","71426","Zygochlamys geminata","species","102311","Middle Miocene","","15.97","11.608","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Zygochlamys","17101",""
"663368","occ","","","71425","Zygochlamys geminata","species","102311","Middle Miocene","","15.97","11.608","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Zygochlamys","17101",""
"663906","occ","","","71542","Zygochlamys geminata","species","102311","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Zygochlamys","17101",""
"663931","occ","","","71540","Modiolus ameghinoi","species","103164","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"663955","occ","","","71539","Modiolus ameghinoi","species","103164","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"663989","occ","","","71402","Dosinia meridonalis","species","116897","Early Oligocene","","33.9","28.4","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"663991","occ","","","71402","Austrocallista iheringi","species","99435","Early Oligocene","","33.9","28.4","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Austrocallista","99434",""
"663998","occ","","","71543","Dosinia meridonalis","species","116897","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"663999","occ","","","71543","Austrocallista iheringi","species","99435","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Austrocallista","99434",""
"664005","occ","","","71542","Dosinia meridonalis","species","116897","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"664006","occ","","","71542","Austrocallista iheringi","species","99435","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Austrocallista","99434",""
"664019","occ","","","71541","Austrocallista iheringi","species","99435","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Austrocallista","99434",""
"664020","occ","","","71540","Dosinia meridonalis","species","116897","Early Miocene","","23.03","15.97","del Rio","2004","12860","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
